,text,pred,rob_label,score
9211,"@bponsot If I called it anything but ""the scraper thingy"" at my house, no one would understand.",0,NEGATIVE,0.99848795
9212,@bponsot What is surprising is that you know what a bench scraper is tbh. Most people don't.,1,POSITIVE,0.9861956
9213,Wisconsin health officials have identified 7 people who may have contracted coronavirus after voting in the primary earlier this month https://t.co/A6YqI69qlz via @bpolitics,0,NEGATIVE,0.99636894
9214,"Tom Brady was seen working out in a closed Tampa park. 

https://t.co/ywWr9TxKqb

(Corrects earlier tweet, which has been deleted)",0,NEGATIVE,0.9961311
9215,"FREE!! Bloomberg offers every college student across the globe free access to all news on https://t.co/Qi5xwWu4at.
https://t.co/N0RGHBPRk8 this is a great deal. Enjoy!",1,POSITIVE,0.9986981
9216,@morningmoneyben @RobinGivhan Of course there was. https://t.co/WjcxQoCvN5,1,POSITIVE,0.99382246
9217,"No, it’s just I’ve... been slicing onions, that’s all. Why? 😭 #kindemic #COVIDkindness https://t.co/e9f96wjlmV",1,POSITIVE,0.9945047
9218,NEW from me and @AlbertSamaha: Smithfield Foods Is Blaming “Living Circumstances In Certain Cultures” For One Of America’s Largest COVID-19 Clusters https://t.co/Vke6w2uTpG,0,NEGATIVE,0.99687386
9219,@AMartinezWSJ @TheTerminal Ha! All the clutter is on the other monitor.,0,NEGATIVE,0.993629
9220,"If you live in the Washington area, you probably know Meiwah restaurant and it's owner, Larry La. The Chinese fixture, open for two decades, closed last month indefinitely- and it set off an immediate chain reaction through industries across the country. https://t.co/P9rXqpXZZL",0,NEGATIVE,0.97104234
9221,Found this on the interwebs. It is quite popular since my coworkers actually don't want to interrupt me and get the look. #coronavirus #StayHome #WorkFromHome https://t.co/wU7HCPSDIY,1,POSITIVE,0.9970523
9222,"THREAD EXPLAINING NEGATIVE OIL:

Oil costs $ to store. Due to the economic collapse, oil isn't being used much. So all the storage facilities are filled up. So nobody who can store it will buy it from you. If you want to get rid of oil, you have to pay someone.

That's the thread",0,NEGATIVE,0.99456424
9223,"A hospital official asked why journalists could tour coronavirus wards in protective gear, but relatives were denied deathbed farewells. His bosses had no good answer, and changed their policy on the spot. https://t.co/yYjnmgKIOQ",0,NEGATIVE,0.9889737
9224,This is the best tweet hands down https://t.co/NzvgfJTg1W,1,POSITIVE,0.9983405
9225,"""The foreign interference so many feared never materialized; instead, the disinformation ultimately came from the White House."" - @SangerNYT, @nicoleperlroth 
Trump Fires Christopher Krebs, Official Who Disputed Election Fraud Claims https://t.co/Uv9c3HBVqp",0,NEGATIVE,0.9983698
9226,"Okay, rebels. We’re gonna take a 15-minute bathroom break before the insurrection starts. Everyone buddied up? https://t.co/r7lS4B1tBV",0,NEGATIVE,0.99750525
9227,"Mickey Mouse now plans to sue Mr. Giuliani for slander. “I don’t know why he decided to drag my client into this mess,” said Goofy, an attorney for Mr. Mouse. “But he has to pay for being so cavalier with his accusations.” https://t.co/h0jUjHhNUS",0,NEGATIVE,0.9989546
9228,@laurakim Your man!,1,POSITIVE,0.9980472
9229,I wonder whatever happened to this Giuliani guy. I heard he opened a house of mirrors somewhere. https://t.co/lNxUpATDFi,0,NEGATIVE,0.9981296
9230,"Long ago, a kid rooting for a bad baseball team - forever striving for mediocrity - took hope whenever Lindy McDaniel took the mound. 
https://t.co/GKLlMDgPl9",1,POSITIVE,0.9940858
9231,"In a meeting Friday, Giuliani told Trump that his advisers had been lying to him about his odds of prevailing and that he actually could win. ⁦@PhilipRucker⁩ ⁦@jdawsey1⁩ ⁦@AmyEGardner⁩ ⁦@jonswaine⁩  https://t.co/fFknlRglyO",1,POSITIVE,0.9709746
9232,"The seeds for the Trump campaign's fact-free accusations of electoral were planted long ago; a sobering forensic examination by @jimrutenberg and @NYTnickc
https://t.co/Q5a6LjIV3s",0,NEGATIVE,0.9975966
9233,"Asking for a friend: What to do when a leader just won't go. @sarahlyall summons everyone for King Lear to George Costanza in this delightful piece, as a country repeatedly checks its watch. https://t.co/TOfTswnQa0",1,POSITIVE,0.9986985
9234,Thank you for sharing @DanBarryNYT how fortunate we were to have had him in our orbit. We have lost a powerful voice. We miss him- as we know you do so much. https://t.co/pMOrTniEWg,0,NEGATIVE,0.97068936
9235,"@Barrett_Reader @harrysiegel @nytimes Thank you, my friend.",1,POSITIVE,0.9983618
9236,"An online memorial service was held this weekend for Jim Dwyer, @nytimes journalist of consequence and mentor to so many. Here the righteous bard of New York is justly celebrated, in all his Celtic compassionate glory. Ciao, James.
https://t.co/5f04nalXyk",1,POSITIVE,0.9987596
9237,"Beautiful Sunday morning in America. Fix coffee. Open laptop. See that in the last hour the President of the United States has repeatedly mad-tweeted that the election nearly two weeks ago was rigged and he will ""concede NOTHING."" 
Wonder if I'm dreaming.",0,NEGATIVE,0.99493563
9238,All the truth that’s fit to print. The press is the voice of the people not the enemy of the people. https://t.co/P6agmB0jdP,1,POSITIVE,0.9977452
9239,"@tjmc27 @MikeVacc Shout out to Allegany! But the reference was to the Olean Times Herald. Mike and I both went to @StBonaventure, which explains the Go Bona’s - and which, as you know, has its own zip code: 14778.",1,POSITIVE,0.99554104
9240,"Beautiful virtual memorial service for Jim Dwyer who “salvaged and saved lives” with his “muscular intellect and poetic prose.” As @DanBarryNYT said,”he was a reporter not a pundit...consulting his notes, like Seamus Heaney, digging with his pen.” @nytimes #Kerry",1,POSITIVE,0.9987234
9241,"Follow if you can: After being declared the loser in Georgia, the President, a Republican, suggests today that the state's governor, a Republican, and secretary of state, a Republican, are in cahoots with a Democrat, Stacey Abrams, to cheat him out of victory.",0,NEGATIVE,0.9983453
9242,"Finally, a calm, reasoned approach. https://t.co/JnpzcYdK2U",1,POSITIVE,0.99868506
9243,"As they would say at closing time in the pub:
""Time, gentlemen, please.""",1,POSITIVE,0.9814136
9244,"Launched today, @humefoundation is dedicated to the future and the kind of principles we need, inspired by the values and life of John and Pat. Without those principles, without those kinds of people, there is no peace. https://t.co/fw3lkFHGIO",1,POSITIVE,0.99870044
9245,"The Great Read, about the man who saved the man who had a dream, by the great ⁦@MWilsonNYT⁩. https://t.co/SpkgH96MmH",1,POSITIVE,0.99848795
9246,"This fog-clearing story, by ⁦@SangerNYT⁩, ⁦⁦@mattstevens⁩, and ⁦@nicoleperlroth⁩, is packed with stunning lines like: “The president’s supporters have been sending death threats to poll workers in Pennsylvania.” https://t.co/zDJN5wuorr",1,POSITIVE,0.99609786
9247,"“Because of this politically motivated rhetoric, these baseless accusations, you’re seeing harassment of election officials, you’re seeing threats toward elections officials — completely unacceptable.” - the head of the U.S. Election Assistance Commission https://t.co/zDJN5wuorr",0,NEGATIVE,0.9989322
9248,"📅 It’s November 13th, the day Felix Unger was asked to remove himself from his place of residence

(That request came from his wife) https://t.co/eElRuixF0l",0,NEGATIVE,0.9978333
9249,Along with the classic dotted-line trace of his fatal fall. https://t.co/0FeXJRAClP,0,NEGATIVE,0.99105257
9250,"Nov. 12, 1941: Abe ""Kid Twist"" Reles goes out the window of the Half Moon Hotel in Coney Island where he was being held in the ""Canary Suite"" for mob informants. He was, as they said, one canary that could sing, but not fly. https://t.co/KE1tHkFyBP",0,NEGATIVE,0.99449223
9251,New: Cybersecurity officials say election “was the most secure in American history” and “there is no evidence” that any vote system was compromised in any way. They believe they will fired for it in coming days. One has already tendered his resignation.  https://t.co/CoNPPlR0tg,0,NEGATIVE,0.9916944
9252,@GMichaelMcElroy Wow.,1,POSITIVE,0.9972043
9253,"“Here, This Claim About Election Fraud Is Disputed! Here, This Claim About Election Fraud Is Disputed! Good girl!” https://t.co/Gib2ncitGX",1,POSITIVE,0.98795974
9254,"We've rechristened our new puppy. Her new name is:
""This Claim About Election Fraud is Disputed""",0,NEGATIVE,0.88553643
9255,"Brought to you by the Cryonics Organization of Researchers, Professionals, Scientists, and Executives. https://t.co/9zTdzXnFUn",1,POSITIVE,0.9966334
9256,@CharlesPPierce He has replacements that are constantly being recycled through one of the last typewriter shops anywhere. Admirers send him old Smith Coronas that are valued for their parts.,1,POSITIVE,0.9981687
9257,Appropriate to note at this time that among the tools that have been used to hammer down fact in the fog of untruth is this: The typewriter of Robert A. Caro. https://t.co/PYpAEf5eks,0,NEGATIVE,0.9944766
9258,https://t.co/awEcicIo7y,0,NEGATIVE,0.94303536
9259,Eh. https://t.co/AB8af21czU,0,NEGATIVE,0.9982595
9260,Amazing work by a powerhouse team of NYTnickc⁩ ⁦@reidepstein⁩ ⁦@jimrutenberg⁩ ⁦⁦@miwine⁩ ⁦@ByMikeBaker⁩ ⁦@GiuliaMcDonnell⁩ ⁦@NYT_Wright⁩  https://t.co/KiufgakO7L,1,POSITIVE,0.99853724
9261,We make the calls. https://t.co/RC88Ztf5ii,1,POSITIVE,0.9902651
9262,"Why does local news matter? 
""I have datelines from every one of Rhode Island's towns &amp; I'm a huge fan of local news,"" @DanBarryNYT tells @sree. ""It's at foundation of republic that we need an informed electorate...it puts public at jeopardy.""
https://t.co/j2pW0Dr45A
#URITaricani https://t.co/S2kg7vhEVT https://t.co/DdNTtWSfWq",1,POSITIVE,0.9983533
9263,"This will be a fab session @HarringtonURI for #URITaricani Lecture series. Honored to moderate a session with @DyanaK @mcbakst @NBC10_Parker @DanBarryNYT @NBC10_Katie @LW_ProvChamber in honor of Jim Taricani, the late pioneering investigative reporter. https://t.co/82pmX9M5bZ",1,POSITIVE,0.99874306
9264,Speaking truth to the moment. https://t.co/mtMjCZHKnJ,1,POSITIVE,0.9981077
9265,"Year’s best headline:

https://t.co/PANXkvmpDb

Gun stocks tumble after upbeat vaccine news, lack of civil unrest",0,NEGATIVE,0.99760693
9266,"A popular tactic to use in discussions at the Barry house is to begin with: ""Let's not have any lectures about...""",1,POSITIVE,0.9962181
9267,The Election Is Over. The Nation’s Rifts Remain. https://t.co/Uw5SsQZLp0 @DanBarryNYT highlights that we have a long way to go in finding common ground.,1,POSITIVE,0.96165764
9268,"As a Catholic I feel so connected to the past when a reader comment to my story says that because Biden is Catholic, the world will ""unite under a papal power."" Oh, and ""the Roman church"" killed JFK because he believed in separation of church and state. 

https://t.co/HzT03I45nC",1,POSITIVE,0.9946297
9269,"It's a privilege to be part of the Taricani Lecture Series tomorrow at @HarringtonURI, especially since it's named after the late, great Jim Taricani, a fearless reporter who walked the walk when it came to press freedoms. Join in if you can. Thank you. https://t.co/yOgvs6S57H",1,POSITIVE,0.99877626
9270,"@Spazzdad @EnswellJones As long as you don't have pitchforks. Thank you, Todd, very much.",1,POSITIVE,0.9982096
9271,"Honor is due to @maggieNYT: wife, mother, daughter, sister, generous colleague, Twitter worrier - and extraordinary, pace-setting journalist. She slowed down long enough for a chat with @benyt.
https://t.co/uZuyf8vPYS",1,POSITIVE,0.9986542
9272,Why yes! We DO happen to have a Ballina refrigerator magnet in our kitchen. https://t.co/R3jkiH6vZR,1,POSITIVE,0.99751514
9273,"The unity thing, how do we start with broken families and friendships? ⁦@DanBarryNYT⁩ via @NYTimes https://t.co/UAlPSJW9zx",1,POSITIVE,0.9456429
9274,"If Trump loyalists were honking their horns, it was probably to clear rejoicing Biden supporters from the streets. The election may be over, but the rifts remain. My story, with @stavernise, @campbellnyt, @ByMikeBaker, @NYT_Wright.
https://t.co/HzT03I45nC",0,NEGATIVE,0.98849607
9275,US president-elect @JoeBiden reads the words of Irish poet Seamus Heaney https://t.co/kWADRBFstw,1,POSITIVE,0.9956299
9276,Thank you for this. https://t.co/8fYnL9mka0,1,POSITIVE,0.9984576
9277,"""With the exception of his brother, Mr. Rocco said, he had never met anyone who supported Joseph R. Biden Jr."" - the great @EllenBarryNYT spends a fateful week with a Trump supporter. https://t.co/rtbUp4v8FX",1,POSITIVE,0.982985
9278,"A new day dawns, and our old black Lab is exhibiting the results of what a reference work for pets gently describes as ""dietary indiscretion.""",0,NEGATIVE,0.99345154
9279,"CAN YOU HEAR ME NOW?NOW?
NOW?
Here’s to an end to all-caps tweets.",0,NEGATIVE,0.9693236
9280,Once again: https://t.co/MgmpriW9MV,0,NEGATIVE,0.99474585
9281,Late edition of historic front page. Subbed in photo from Biden/Harris appearance tonight. https://t.co/MRDcsD3GFn,0,NEGATIVE,0.9916397
9282,Tomorrow’s response will be at the White Castle drive-thru.,1,POSITIVE,0.99438936
9283,"A far, far cry from “This American carnage stops right here and right now.”
You can feel the ground shifting.",0,NEGATIVE,0.87725365
9284,What channel is on at 1600 Pennsylvania Avenue?,0,NEGATIVE,0.5325052
9285,He runs out!!!,0,NEGATIVE,0.9991247
9286,"@waynekamidoi Sir, isn’t it said that a bad day of golf is better than a good day at the office? Sir? Sir?",0,NEGATIVE,0.9975293
9287,"My late friend, the great journalist Jim Dwyer, and I shared - shall we say - an anthropological fascination with one Rudy Giuliani. How I wish he were here to discuss these days. https://t.co/wI7gBT8RiX",1,POSITIVE,0.99687517
9288,"@MrDanZak How'd you hit 'em, sir?",0,NEGATIVE,0.9897684
9289,"It’s V-B Day in downtown Maplewood, N.J.: Victory for Biden. 
Like the end to a war. https://t.co/EJGe6ZP9jA",1,POSITIVE,0.9985323
9290,I wonder how many people around the country took out their American flag for display today. https://t.co/3eWp8L1Pvs,1,POSITIVE,0.99799174
9291,"“We Are The Champions”
About 11:35 a.m. 
November 7, 2020 https://t.co/kHMu5uQab5",1,POSITIVE,0.9952256
9292,"Biden Wins Presidency, Ending Four Tumultuous Years Under Trump - The New York Times https://t.co/rNlTrPOVEl",1,POSITIVE,0.99827445
9293,"A quiet autumn day in the suburbs is suddenly disrupted by Queen’s “We Are The Champions” blasting from speakers. Then the pot-banging, the horn-beeping, the shouts of joy. Feels like, for now, an end to a war.",1,POSITIVE,0.99769217
9294,"A quiet autumn day in the suburbs is suddenly disrupted by Queen’s “We Are The Champions” blasting from speakers. Then the pot-banging, the horn-beeping, the shouts of joy. Feels like, for now, an end to a war.",1,POSITIVE,0.99769217
9295,@terrapinwill My regards to Salamanca.,1,POSITIVE,0.99846596
9296,"Saturday To-Do List,  Nov.  7, 2020
1. Rake leaves
2. Avoid friends for fear of COVID spread
3. Tidy garage
4. Mask up and race through supermarket for provisions
5. Clean gutters
6. Try not to freak the f*ck out over the fate of the Republic
7. Liquor store",0,NEGATIVE,0.99318373
9297,"I. Suddenly. Feel. Like. Having. A. Starbucks. Latte. 
Grande. Please. https://t.co/QItyrGVjSZ",1,POSITIVE,0.9979632
9298,Poll workers are getting threatened and doxed for doing their jobs. Ordinarily a president would speak up against this. In the vacuum we are left with this. https://t.co/AdE4pVBfRG,0,NEGATIVE,0.99876434
9299,Just to note here that - unlike his running mate - @VP Mike Pence has not tweeted in days.,0,NEGATIVE,0.99942905
9300,"Something that seems so distant at the moment, but something essential: America the Beautiful - by @dabeard:  https://t.co/xsCDGyoyI2 via @NatGeoTravel",1,POSITIVE,0.9981584
9301,"This seems to be trending: ""Some or all of the content shared in this Tweet is disputed and might be misleading about an election or other civic process. Learn more.""",0,NEGATIVE,0.9988142
9302,What @SteveKornacki is doing is a public service. https://t.co/SloqngQsAF,1,POSITIVE,0.9981978
9303,"What the President of the United States (!) is trying to do: ""persuade a large swath of American voters that any Biden presidency was being stolen through illegal and unconstitutional means."" https://t.co/OrhQ7Gn5eW",0,NEGATIVE,0.9964935
9304,"Do not miss @DanBarryNYT on American resilience and resolve in this ""annus horribilis."" https://t.co/KKaEMaExxC",1,POSITIVE,0.9986661
9305,"This from the wise man of Nevada, @RalstonReports: https://t.co/qHx2DOs2Tj",1,POSITIVE,0.99576586
9306,"@powellnyt @liamstack I had a 1934 copy of ""Boy and Girl Tramps of America,"" a look at the wandering children of the Depression, that I ""borrowed"" from the @StBonaventure library in 1978. Guilt ridden, I returned it some 30 years later. Been working in the cafeteria ever since to pay off the fine.",1,POSITIVE,0.9939217
9307,PS : PLEASE subscribe to your local newspaper!  your state might be the next one to determine the fate of the free world. // such amazing politics work daily here in from the @ajc,1,POSITIVE,0.99875003
9308,“We feel like we live in an apartment above a meth lab” - a Canadian friend said that’s the sentiment over the border.,0,NEGATIVE,0.9982464
9309,"Uplifting👍 and Not. 
https://t.co/SSBQua9oSk @DanBarryNYT's makes you feel good about what was accomplished https://t.co/kRuqemM2zV",1,POSITIVE,0.99837154
9310,"""The election was a referendum on 2020, a year that began a decade ago, it seems, with the impeachment — though not conviction — of President Trump. A year that many would prefer simply to end."" A must-read from @DanBarryNYT 
https://t.co/YdJA8dER7M",1,POSITIVE,0.9984585
9311,"This isn't my way of praying, which is okay. There are many ways of praying, and I'm sure she's sincere in her prayer. But when you pray, at the very least, be accurate when speaking with God. Counting votes is not demonic. 

Also: ""Put not your trust in princes"" (Ps. 146). https://t.co/QfilXln3Ji",0,NEGATIVE,0.8911168
9312,"@mikebarnicle @NYT Thank you, sir.",1,POSITIVE,0.998466
9313,"Here is the magic and skill of ⁦@DanBarryNYT⁩ @nyt on “A year that many would prefer simply to end, no matter that nearly two months remain.” https://t.co/sYMuDSldXL",1,POSITIVE,0.9984614
9314,"Summing up a tumultuous, fear-filled election: NYT deadline maestro, @DanBarryNYT  https://t.co/ziFnyF0LDF",1,POSITIVE,0.99502116
9315,"E Pluribus Unnerved. Together but apart, we voted on the most consequential Election Day in generations. An essay by me on what it looked and felt like across the country, informed by dispatches from the superb, indefatigable @NYTNational staff.  https://t.co/UAfEamoRoR",1,POSITIVE,0.99851567
9316,"""I’ve been voting for over 30 years, and this is the first time I’ve had a knot in my stomach on Election Day."" @DanBarryNYT reports, with assistance from @NYTNational correspondents: https://t.co/anEecLJEfO",0,NEGATIVE,0.98741704
9317,"""Together but apart, they voted."" The great @DanBarryNYT on an Election Day when Americans appeared to be united and motivated by one thing: fear. https://t.co/65Vh2RQ6q2",1,POSITIVE,0.9972534
9318,"A look at Election Day 2020 from the ground across America, expertly stitched together, like a fine quilt, by @DanBarryNYT 

https://t.co/pxeweIlkae",1,POSITIVE,0.9987955
9319,"@AliWatkins Thank you, @AliWatkins. Oh, the vital importance of an informed electorate.",1,POSITIVE,0.9984838
9320,"A song for this day - for these days. Aching and gorgeous, by @rosannecash. https://t.co/jJJzGJ3bGv",1,POSITIVE,0.998646
9321,"@sarahlyall ""They called me the hyacenth girl."" - The Waste Land",0,NEGATIVE,0.9938505
9322,A question for @ElectProject. Where does the voter turnout for 2020 stand in terms of history? Any way to characterize the vote this year? Thank you.,1,POSITIVE,0.9960749
9323,"Today and through the end of the election - that is, when ALL votes are counted - you can find live coverage here, subscription-free. But please do consider @nytimes journalism by subscribing. Now here we go:
https://t.co/wKm7Y6HQkA",1,POSITIVE,0.99750125
9324,"Thank you, @stadiumjourney, for the kind review of ""Bottom of the 33rd"":
https://t.co/tX0XMgbae5",1,POSITIVE,0.997983
9325,"Here's another charming disruption of traffic in the name of a political candidate, this one on the Mario M. Cuomo Bridge. (Thoughtfully giving those behind them more time to reflect on the gray waters of the Hudson River!) https://t.co/nkIBQqtpe2",1,POSITIVE,0.9983357
9326,"Here's one charming approach, this one on the Garden State Parkway. (After all, who among us doesn't want to spend MORE time on the Garden State!) https://t.co/Q76hWGde0d",1,POSITIVE,0.9985747
9327,"Could there be a more effective way of encouraging people to support your candidate than by blocking traffic on a rainy Sunday afternoon, right before Election Day? Why haven't political strategists thought of this before?",0,NEGATIVE,0.99894273
9328,"At its core, Halloween is an Irish celebration of the rhythms of nature - opening up “our world and the spirit world to each other.” Nicely conjured, by @EamonnMcKee: @globeandmail https://t.co/GIpWNC35wL",1,POSITIVE,0.998737
9329,Positive review of the latest by my prolific friend @gwaynemiller: https://t.co/gHtL9eqqZO,1,POSITIVE,0.99868613
9330,"THE @peterbakernyt on the lasting consequences of this period in American history, “when truth itself has seemed at stake under a president who has strayed so far from the normal bounds that he creates what allies call his own reality.” https://t.co/pxyyDaLl2v",1,POSITIVE,0.98136264
9331,"A line perfectly delivered in this revealing piece - by ⁦@maggieNYT⁩, ⁦@kenvogel⁩, and ⁦@jimrutenberg⁩ - is: “Mr. Bannon, Mr. Guo and Mr. Giuliani have all maintained their innocence.” https://t.co/IY8r981RcZ",1,POSITIVE,0.9969746
9332,"On this Halloween, I’m thinking of all the parents in Deer Park, Long Island, telling their kids not to go trick-or-treating at one split-level in particular - because that’s the old Barry house!!!!!",0,NEGATIVE,0.9961626
9333,"Thank you, @WayneTyson11. Dispatches from another time - in some ways, from another country. Thank you. https://t.co/974s5XynYa",1,POSITIVE,0.9985461
9334,"For an informative story by @jennymedina about the surge of political activism among women in western Pennsylvania, @rfremson took this photo. Notice the sign with a devastating allegation: ""Trump Hates Pierogies."" https://t.co/sBmGypgPWF",0,NEGATIVE,0.9861639
9335,"Good for @carolynryan, and good for @nytimes. Well deserved. https://t.co/Qv8oWGW5Ch",1,POSITIVE,0.9987838
9336,"President seeks ghost town's support:

Donald J. Trump
@realDonaldTrump
New York. Vote for Trump. What (the Hell!) do you have to lose?",1,POSITIVE,0.9974746
9337,"""I don't think there's a conspiracy at the Board of Elections — I think there's incompetence... Let's tear it down and start over.""

https://t.co/W6nTOTo35F",0,NEGATIVE,0.998567
9338,@nserviss Thank you. And hi to @lewserviss!,1,POSITIVE,0.99872106
9339,"""Covid, Covid, Covid!"" Didn't Jan say that in an episode of ""The Brady Bunch""?",0,NEGATIVE,0.9973376
9340,This sounds like the plot for every Hallmark movie. https://t.co/QiD94Jqc9F,0,NEGATIVE,0.99864817
9341,"Days after some dark forces managed to coward the Irish government into bury the findings of systemic criminal treatment of women and children at the hands of catholic institutions, it feels right to revive this amazing piece of work by @DanBarryNYT &amp; Co. https://t.co/ilzQQNSioW",1,POSITIVE,0.9986195
9342,"Also, baseball in the time of COVID: The exuberance on the field as Phillips soars around the outfield, juxtaposed with the cut-out stillness in the stands behind him. https://t.co/w3f7WIVasm",1,POSITIVE,0.9980601
9343,"In his four-year, regular-season, major league career, Brett Phillips batted 337 times and struck out 133 times. More than one out of every three at-bats. None of that matters now.",0,NEGATIVE,0.99872047
9344,"Pressure, anxiety, success, failure, serendipity, misfortune, sorrow - and heart-soaring joy. The human condition encapsulated in 78 seconds on a baseball field. https://t.co/Z9CIIKk2u3",1,POSITIVE,0.99864864
9345,Baseball. Just -baseball.,1,POSITIVE,0.9855907
9346,"Sometimes the touchstones of New York are gone before we know it. Here, though, is a chance to save one before it vanishes: The Strand Book Store. https://t.co/7AyFDHgmLn",1,POSITIVE,0.9973195
9347,@larrybuch I loved the teeny tiny maps that used to run with @DanBarryNYT's This Land columns https://t.co/v5mgTb2f0K,1,POSITIVE,0.9976064
9348,"Marge Champion, who has died at 101, danced against time. Here is my 2005 ""About New York"" column in which she and Donald Saddler dance with grace through their 80s, to ""Stardust."" https://t.co/iMS6USU9Dn",1,POSITIVE,0.99826354
9349,"She danced as a model for the hippo ballerinas in ""Fantasia."" She danced in the movies, on television, on stage. She danced and danced and danced - even dancing once at a book party for me. The grand and gracious Marge Champion, dead at 101. https://t.co/sCepsz4Hry",1,POSITIVE,0.9910966
9350,You’ll need a case. https://t.co/XLd5mxLHeA,0,NEGATIVE,0.9912983
9351,"In this case, the entire country needs to take a long, long, long walk. https://t.co/jDvvVD712e",0,NEGATIVE,0.9975881
9352,@gangrey Exactly.,1,POSITIVE,0.9931404
9353,Please stand by for my next magnificently brilliant tweet.,1,POSITIVE,0.9973844
9354,"Also, any reporter who ever covered the heartbreaking case of a missing child invariably dealt with a psychic - “I see water,” etc. - which invariably required a call to the Amazing Randi to warn against those trafficking in false hope. https://t.co/eGilliYRfE",0,NEGATIVE,0.9861209
9355,"Wonderful obit of the Amazing Randi by @margalitfox, including a reference to Uri Geller’s “serial abuse of flatware.” Who is Uri Geller, you ask? I guess you had to be there. https://t.co/wGBrEpWvYm",1,POSITIVE,0.997622
9356,"My mother, 88, an American forced into an internment camp during WWII, voted for the first time ever today. (Always registered in Michigan, but never voted.)",1,POSITIVE,0.9973897
9357,"Noli timere.

Don't be afraid. 

Seamus Heaney’s last words. https://t.co/Ra6pOXg5Qy",1,POSITIVE,0.9929389
9358,"""I've looked at every single minute of the interview and then some."" - White House Chief of Staff Mark Meadows https://t.co/puJunGhC04",1,POSITIVE,0.9832978
9359,Lawyers say they can't find the parents of 545 migrant children separated by Trump administration https://t.co/oDtuusk9gV,0,NEGATIVE,0.9982391
9360,This is true! Russ Laribee sent the game into extra innings with a sac fly. Do I have that right? https://t.co/tL1sD0fH0y,1,POSITIVE,0.9951784
9361,"Lift your head and raise your hand, my friends.",1,POSITIVE,0.9975408
9362,"‘Don’t it feel like home? Don’t it feel like we belong?’ #CrawlIntoThePromisedLand is out today, on all streaming &amp; download services or wherever you get your music, and the video is on @youtubemusic/@VEVO. https://t.co/2ewkhcJIOo https://t.co/lOFNFUyiUo",1,POSITIVE,0.9981464
9363,"In upsetting, unsettling, infuriating times like these, we need to ""Crawl into the Promised Land."" The great @rosannecash shows the way with her just-released song and video. Inspiring; necessary. Raise your hands and listen:  https://t.co/dtoAYgn3DJ",1,POSITIVE,0.9988088
9364,Nixon committed his Saturday Night Massacre today 1973: https://t.co/JKQtJ6mA7c,0,NEGATIVE,0.99351424
9365,@DanBarryNYT you couldn’t have a better friend.  https://t.co/57U5MEPBbq,1,POSITIVE,0.9981828
9366,"Here is why journalism matters; why supporting local news matters; why the truth matters. An eye-opening story about ""journalism""-for-pay by @daveyalba and @jacknicas: As Local News Dies, a Pay-for-Play Network Rises in Its Place https://t.co/bjU03PwAGh",1,POSITIVE,0.99603796
9367,"Thank you, @danielstedman, very much. I'm glad Jim's words resonated. It was my honor to read them. 
Take good care. https://t.co/SrBgLTucoL",1,POSITIVE,0.9986971
9368,".@realDonaldTrump receives a blessing he attends a Church Service at the International Church of Las Vegas in Las Vegas, NV. https://t.co/3pIiGLY03P",1,POSITIVE,0.99788463
9369,"@cliffordlevy @NYTimesPR @DanBarryNYT Dan, you did a fantastic job reading and choosing the stories. They illustrated Jim’s writing brilliantly and the theme of violence almost never being the right solution to the problems we face as humans.",1,POSITIVE,0.9988682
9370,This is beautiful. From the great @DanBarryNYT by and about the late @jimdwyernyt. Perfect. Devastating. https://t.co/llxpGraLbQ,1,POSITIVE,0.9980344
9371,"For so many years, I was so moved by ⁦⁦@nytimes⁩ ⁦@jimdwyernyt⁩ wise &amp; eloquent voice⁩. I was so saddened by his loss. How powerful to hear ⁦⁦@DanBarryNYT⁩ read his words on heroism &amp; race &amp; NYC on ⁦@mikiebarb⁩ #TheDaily.  https://t.co/HxBCDtF6Vi",1,POSITIVE,0.5464416
9372,"A window washer, a squeegee, and the fight for survival on the 50th floor of World Trade Tower 1 on 9/11: Thanks for @DanBarryNYT for reading this classic by the departed Jim Dwyer on this weekend's The Daily. https://t.co/GFE7VJH2On",1,POSITIVE,0.99861574
9373,"""His columns at their best were prose poems. You could smell the apartment or the tenement. You could smell the subway. You were there."" 
@DanBarryNYT on his great and good friend @jimdwyernyt 
https://t.co/3ZUlQQ8uwm",1,POSITIVE,0.9978069
9374,"“I knew Jim Dwyer before I knew him because I had read his columns over the years,” says Dan Barry about one of those writers whose work reflected who he was. https://t.co/RUUlvsWHj6",1,POSITIVE,0.99846834
9375,"Thank you, Marian. Take care. https://t.co/QHDqI2Vd3U",1,POSITIVE,0.99841696
9376,@DanBarryNYT @nytimes Thank you Daniel. I will treasure this beautiful audio forever. Rest In Peace James xo. I pray you have found your own Innisfree.,1,POSITIVE,0.9987776
9377,Listening to @DanBarryNYT’s stately read of Jim Dwyer’s columns is a great way to experience Jim’s genius for not wasting a single word and making every phrase tell. https://t.co/9HenaxfDXs,1,POSITIVE,0.9988889
9378,"@NinaBernstein1 @nytimes Thank you, Nina. It was an honor, really.",1,POSITIVE,0.9984602
9379,A classy ode to a good friend. Listen to today's Sunday Read. https://t.co/3rnUkDPSoB,1,POSITIVE,0.998712
